age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
57,Self-emp,Masters,12,Single,Tech-support,Husband,Asian-Pac-Islander,Male,12,103527
37,Private,Masters,7,Single,Tech-support,Wife,Amer-Indian-Eskimo,Female,91,129281
52,Private,Bachelors,8,Married,Sales,Unmarried,White,Male,17,56703
65,Unemployed,Assoc,5,Single,Tech-support,Not-in-family,Other,Female,22,68769
42,Government,Assoc,5,Separated,Other-service,Own-child,White,Male,39,74913
52,Self-emp,HS-grad,13,Single,Other-service,Wife,Asian-Pac-Islander,Female,39,51995
42,Self-emp,Doctorate,11,Divorced,Prof-specialty,Husband,Other,Male,16,78331
46,Self-emp,Assoc,7,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,51,80555
35,Self-emp,HS-grad,11,Divorced,Sales,Husband,Amer-Indian-Eskimo,Female,29,42914
63,Self-emp,HS-grad,13,Single,Other-service,Not-in-family,White,Male,78,45699
35,Private,Some-college,14,Single,Prof-specialty,Not-in-family,White,Male,71,19787
19,Private,Some-college,12,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,41,38352
52,Private,Assoc,8,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Female,57,71607
33,Government,HS-grad,9,Married,Sales,Own-child,Black,Female,28,33157
58,Unemployed,Bachelors,15,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,77,89497
53,Self-emp,Bachelors,14,Divorced,Exec-managerial,Husband,Black,Female,80,79859
50,Government,Some-college,2,Single,Craft-repair,Wife,Black,Female,21,32436
21,Self-emp,Assoc,3,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,4,54479
50,Private,Doctorate,12,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Male,99,111558
31,Government,Bachelors,12,Single,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,15,67235
38,Private,Bachelors,2,Married,Tech-support,Wife,Black,Male,53,62496
65,Self-emp,Some-college,10,Widowed,Sales,Husband,Black,Female,90,39226
37,Self-emp,Some-college,7,Married,Sales,Own-child,Amer-Indian-Eskimo,Male,46,29726
25,Unemployed,Assoc,12,Single,Craft-repair,Not-in-family,White,Female,7,71268
24,Self-emp,Some-college,2,Married,Other-service,Wife,White,Female,18,16783
20,Private,Masters,12,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,89,127532
34,Self-emp,HS-grad,14,Single,Tech-support,Wife,Other,Male,21,38113
50,Unemployed,Bachelors,15,Single,Exec-managerial,Own-child,Other,Male,8,48893
65,Unemployed,Masters,16,Widowed,Sales,Not-in-family,White,Female,59,141868
29,Private,Doctorate,2,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,20,119003
68,Government,Masters,14,Widowed,Exec-managerial,Own-child,Black,Female,82,100054
39,Self-emp,Assoc,14,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,83,45917
39,Unemployed,Doctorate,2,Divorced,Exec-managerial,Unmarried,White,Male,67,118987
63,Self-emp,Doctorate,15,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,55,123002
47,Self-emp,Some-college,12,Single,Tech-support,Own-child,Other,Female,62,22547
55,Government,Masters,16,Widowed,Exec-managerial,Unmarried,White,Female,18,146675
55,Unemployed,Assoc,13,Single,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,91,54114
62,Self-emp,Bachelors,4,Married,Other-service,Own-child,Asian-Pac-Islander,Female,79,91179
68,Unemployed,Some-college,1,Divorced,Craft-repair,Own-child,White,Female,56,27384
25,Private,Masters,2,Separated,Exec-managerial,Own-child,Black,Male,85,77269
44,Private,Bachelors,3,Married,Craft-repair,Wife,Asian-Pac-Islander,Male,22,66348
44,Self-emp,Masters,7,Single,Tech-support,Husband,Black,Male,8,81722
51,Unemployed,Some-college,10,Divorced,Craft-repair,Wife,Black,Male,11,29775
38,Self-emp,Bachelors,1,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,12,79255
47,Unemployed,Some-college,6,Married,Prof-specialty,Unmarried,White,Male,48,17506
50,Unemployed,Masters,3,Divorced,Craft-repair,Unmarried,White,Female,63,109891
45,Government,Doctorate,3,Single,Exec-managerial,Own-child,Black,Male,27,90220
64,Government,HS-grad,4,Single,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,35,45160
50,Government,Doctorate,13,Married,Sales,Wife,Asian-Pac-Islander,Male,2,126811
22,Self-emp,Some-college,4,Married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,99,16643
65,Government,Some-college,7,Married,Sales,Husband,White,Male,95,36983
36,Government,Some-college,3,Separated,Other-service,Husband,Black,Male,8,39656
21,Private,Bachelors,8,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Female,20,85121
52,Unemployed,Assoc,8,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,8,59454
66,Unemployed,Some-college,11,Single,Craft-repair,Husband,Asian-Pac-Islander,Female,63,39880
34,Government,Doctorate,16,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,68,133999
61,Unemployed,HS-grad,16,Widowed,Sales,Not-in-family,Other,Female,31,53288
45,Private,Some-college,13,Married,Other-service,Own-child,Other,Female,32,24264
47,Private,Some-college,7,Married,Other-service,Unmarried,Black,Female,13,25991
46,Government,Some-college,2,Single,Sales,Own-child,Other,Male,86,26986
63,Private,Bachelors,5,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,26,87546
23,Unemployed,Some-college,6,Single,Craft-repair,Husband,Other,Male,81,16321
52,Self-emp,Doctorate,12,Married,Craft-repair,Own-child,White,Female,29,134974
58,Unemployed,Masters,16,Divorced,Exec-managerial,Own-child,White,Female,91,142807
54,Self-emp,Assoc,10,Married,Prof-specialty,Wife,Asian-Pac-Islander,Male,86,86552
41,Government,Some-college,4,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,18,32400
46,Self-emp,Bachelors,16,Separated,Exec-managerial,Not-in-family,Black,Male,69,78439
66,Private,Doctorate,13,Widowed,Other-service,Wife,White,Male,12,118394
63,Unemployed,Some-college,10,Separated,Sales,Not-in-family,Black,Male,2,23277
48,Self-emp,Bachelors,5,Married,Other-service,Wife,Black,Female,42,48004
52,Unemployed,Masters,14,Widowed,Tech-support,Not-in-family,Other,Male,7,101798
50,Government,HS-grad,9,Married,Exec-managerial,Wife,Asian-Pac-Islander,Male,47,39777
69,Government,Some-college,11,Widowed,Sales,Not-in-family,Black,Male,90,38856
38,Private,Doctorate,7,Widowed,Other-service,Own-child,Black,Female,54,129824
49,Government,Bachelors,2,Married,Other-service,Own-child,Asian-Pac-Islander,Male,15,56911
40,Self-emp,Bachelors,11,Married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,58,55783
50,Government,Some-college,1,Widowed,Exec-managerial,Wife,White,Male,33,30152
20,Private,Bachelors,2,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,67,49581
35,Unemployed,HS-grad,3,Married,Craft-repair,Husband,Other,Male,63,56702
42,Unemployed,Bachelors,11,Married,Exec-managerial,Not-in-family,White,Female,48,68486
59,Government,Assoc,2,Single,Tech-support,Husband,Black,Female,66,64601
48,Self-emp,Assoc,11,Single,Tech-support,Husband,Other,Male,81,57676
20,Private,Bachelors,3,Single,Exec-managerial,Unmarried,Other,Female,65,56083
57,Self-emp,Some-college,10,Separated,Sales,Husband,White,Female,36,21233
63,Private,Assoc,15,Widowed,Exec-managerial,Husband,Black,Female,17,65450
41,Government,Doctorate,11,Divorced,Other-service,Unmarried,White,Female,2,117246
67,Private,Assoc,11,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,33,89763
49,Private,Bachelors,15,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,93,61760
64,Government,Some-college,12,Divorced,Tech-support,Wife,White,Male,6,37433
39,Self-emp,Masters,14,Single,Tech-support,Unmarried,Black,Female,43,113989
40,Government,Some-college,12,Divorced,Craft-repair,Wife,Black,Female,88,30203
19,Private,Some-college,16,Married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,11,28933
44,Government,Some-college,9,Married,Craft-repair,Wife,Other,Female,5,36012
59,Private,Doctorate,4,Widowed,Tech-support,Not-in-family,White,Male,30,131681
19,Government,HS-grad,12,Separated,Tech-support,Unmarried,Other,Male,10,34115
43,Unemployed,Bachelors,9,Single,Exec-managerial,Unmarried,Other,Female,91,79047
34,Unemployed,HS-grad,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,91,27326
57,Government,Masters,3,Single,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,24,89847
50,Self-emp,HS-grad,12,Married,Other-service,Wife,White,Male,59,26842
26,Private,Bachelors,1,Separated,Sales,Husband,White,Female,67,88160
60,Unemployed,Bachelors,11,Separated,Prof-specialty,Unmarried,Black,Male,61,85483
65,Self-emp,Masters,5,Married,Tech-support,Wife,White,Female,26,86439
56,Private,Bachelors,10,Divorced,Prof-specialty,Wife,Black,Female,39,50767
46,Unemployed,Masters,10,Separated,Exec-managerial,Unmarried,Black,Female,82,129499
59,Unemployed,Masters,14,Divorced,Other-service,Not-in-family,White,Male,3,143286
43,Government,Bachelors,2,Single,Tech-support,Unmarried,Black,Male,38,54707
52,Private,Assoc,4,Separated,Tech-support,Wife,Other,Female,42,90802
67,Self-emp,Masters,2,Married,Prof-specialty,Own-child,Black,Male,48,125337
42,Self-emp,Bachelors,2,Divorced,Other-service,Not-in-family,Other,Female,89,97341
41,Self-emp,Assoc,13,Single,Craft-repair,Unmarried,Other,Male,13,75397
30,Private,Masters,3,Single,Sales,Husband,Other,Male,89,110297
24,Self-emp,Assoc,5,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,88,41756
53,Self-emp,Doctorate,4,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,56,117519
62,Self-emp,Some-college,2,Widowed,Prof-specialty,Wife,Black,Male,59,22950
37,Government,Doctorate,15,Widowed,Sales,Husband,White,Male,63,98811
18,Government,Assoc,11,Separated,Tech-support,Not-in-family,Black,Male,80,74938
25,Private,Masters,14,Widowed,Tech-support,Wife,Asian-Pac-Islander,Female,43,129132
63,Private,Bachelors,14,Married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,75,81334
33,Self-emp,HS-grad,16,Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,57,49169
31,Government,Bachelors,16,Widowed,Sales,Unmarried,Black,Female,21,77090
29,Unemployed,HS-grad,10,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,95,31927
68,Unemployed,HS-grad,2,Married,Exec-managerial,Wife,Other,Female,54,29843
40,Self-emp,Masters,14,Single,Prof-specialty,Wife,Asian-Pac-Islander,Female,79,87796
32,Self-emp,Assoc,6,Separated,Prof-specialty,Own-child,Black,Male,53,44329
45,Government,Bachelors,7,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,45,63314
51,Government,Assoc,12,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,36,50470
19,Government,Doctorate,10,Separated,Sales,Unmarried,Other,Female,63,84100
49,Private,Masters,6,Widowed,Tech-support,Own-child,Black,Male,1,91855
40,Private,Masters,7,Married,Craft-repair,Not-in-family,Black,Female,92,98115
39,Self-emp,Doctorate,1,Married,Exec-managerial,Wife,White,Female,97,106064
68,Private,Bachelors,6,Separated,Tech-support,Unmarried,Other,Female,67,96009
42,Government,Some-college,11,Single,Sales,Not-in-family,Black,Male,79,35763
39,Government,Doctorate,3,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,33,102205
39,Private,Bachelors,1,Single,Prof-specialty,Husband,Asian-Pac-Islander,Female,32,42777
66,Unemployed,HS-grad,8,Separated,Sales,Not-in-family,Asian-Pac-Islander,Female,87,57057
69,Self-emp,Masters,4,Separated,Sales,Husband,Asian-Pac-Islander,Male,58,122066
59,Unemployed,Bachelors,16,Single,Exec-managerial,Own-child,Black,Male,26,71741
23,Self-emp,Assoc,10,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,61,74128
32,Unemployed,Assoc,8,Separated,Exec-managerial,Husband,Other,Female,17,93330
60,Private,Masters,10,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,73,73965
54,Self-emp,Doctorate,14,Single,Exec-managerial,Own-child,Black,Male,69,132366
50,Self-emp,Some-college,11,Divorced,Prof-specialty,Not-in-family,Black,Male,29,32099
25,Self-emp,Doctorate,4,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,63,98056
61,Government,Bachelors,4,Divorced,Other-service,Wife,White,Female,6,93956
61,Government,Doctorate,12,Divorced,Craft-repair,Wife,Black,Male,59,124398
22,Unemployed,Masters,14,Widowed,Other-service,Husband,Other,Male,99,148058
56,Private,Bachelors,10,Separated,Tech-support,Husband,Other,Female,21,81711
21,Government,HS-grad,4,Divorced,Craft-repair,Husband,White,Female,45,50839
23,Self-emp,Doctorate,6,Separated,Exec-managerial,Unmarried,Black,Female,45,84979
62,Government,Doctorate,14,Widowed,Sales,Own-child,White,Female,87,87468
49,Private,Some-college,9,Separated,Tech-support,Not-in-family,Black,Male,35,24777
69,Government,Bachelors,5,Married,Sales,Own-child,Black,Female,52,54467
47,Self-emp,Assoc,16,Divorced,Other-service,Wife,White,Female,46,50966
64,Unemployed,Doctorate,12,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,66,90274
52,Self-emp,Masters,13,Single,Tech-support,Own-child,Asian-Pac-Islander,Male,57,81703
57,Private,Doctorate,10,Widowed,Other-service,Husband,Asian-Pac-Islander,Male,42,139686
69,Unemployed,Some-college,14,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,73,38279
33,Government,HS-grad,15,Widowed,Sales,Own-child,White,Female,77,48026
30,Government,Some-college,8,Single,Exec-managerial,Not-in-family,Black,Female,98,15529
67,Government,Doctorate,8,Married,Prof-specialty,Husband,Black,Female,16,104458
59,Unemployed,Assoc,4,Divorced,Tech-support,Own-child,Other,Female,5,65447
47,Self-emp,Doctorate,15,Divorced,Sales,Wife,Black,Male,1,98192
36,Unemployed,Bachelors,11,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,22,78013
34,Unemployed,Doctorate,10,Separated,Craft-repair,Wife,Asian-Pac-Islander,Male,48,100852
36,Private,Assoc,9,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,26,70890
45,Unemployed,Bachelors,9,Single,Other-service,Wife,Asian-Pac-Islander,Female,34,57877
43,Government,Masters,5,Married,Craft-repair,Unmarried,White,Female,58,97361
54,Self-emp,Bachelors,6,Married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,85,58009
43,Self-emp,Some-college,5,Widowed,Other-service,Wife,Black,Female,7,18221
40,Self-emp,HS-grad,3,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,25,43743
26,Government,Some-college,11,Separated,Craft-repair,Husband,Other,Male,57,28444
29,Government,Bachelors,8,Married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,12,80029
18,Government,Masters,9,Married,Other-service,Husband,White,Male,31,73909
18,Government,Doctorate,15,Married,Craft-repair,Unmarried,Other,Male,27,103664
64,Government,Bachelors,4,Single,Prof-specialty,Wife,White,Male,86,54532
51,Unemployed,Some-college,9,Single,Other-service,Unmarried,Asian-Pac-Islander,Female,34,36212
49,Government,Bachelors,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,81,72828
65,Government,Bachelors,7,Separated,Tech-support,Wife,White,Male,75,66394
42,Government,Bachelors,16,Divorced,Other-service,Husband,Other,Female,93,89173
57,Government,Masters,8,Separated,Craft-repair,Wife,Other,Female,34,111989
62,Self-emp,Assoc,15,Single,Other-service,Not-in-family,Black,Female,37,81907
18,Government,Assoc,3,Single,Craft-repair,Unmarried,White,Female,58,52635
33,Unemployed,Bachelors,15,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,60,96587
56,Unemployed,Masters,5,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Female,26,100744
22,Unemployed,Masters,3,Married,Tech-support,Wife,Black,Male,45,133043
39,Private,Bachelors,7,Divorced,Craft-repair,Own-child,Other,Male,45,86687
46,Self-emp,Some-college,6,Divorced,Tech-support,Not-in-family,White,Female,32,22251
20,Government,Some-college,11,Divorced,Tech-support,Own-child,Other,Female,69,27156
29,Private,HS-grad,3,Widowed,Other-service,Not-in-family,White,Female,84,34558
43,Government,Bachelors,9,Single,Exec-managerial,Own-child,White,Male,71,58665
33,Private,HS-grad,12,Married,Exec-managerial,Own-child,White,Female,23,54067
68,Private,Some-college,1,Divorced,Craft-repair,Not-in-family,Other,Male,65,27445
54,Unemployed,Some-college,10,Married,Sales,Wife,Other,Female,39,31014
39,Unemployed,Bachelors,3,Divorced,Exec-managerial,Husband,Other,Male,67,84474
46,Private,HS-grad,15,Single,Other-service,Wife,Asian-Pac-Islander,Male,45,51749
31,Unemployed,HS-grad,15,Married,Other-service,Husband,Other,Male,67,56731
45,Private,Bachelors,15,Separated,Exec-managerial,Not-in-family,Black,Male,63,63235
22,Self-emp,HS-grad,11,Single,Sales,Unmarried,Asian-Pac-Islander,Male,70,31213
64,Unemployed,Doctorate,15,Married,Prof-specialty,Wife,White,Male,95,115127
66,Unemployed,Some-college,10,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,54,29250
47,Unemployed,Assoc,11,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,27,74970
63,Self-emp,Masters,7,Single,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,93,146740
69,Private,HS-grad,3,Single,Tech-support,Unmarried,White,Female,79,51832
22,Government,HS-grad,14,Divorced,Tech-support,Unmarried,Other,Female,36,48291
29,Unemployed,Masters,3,Married,Craft-repair,Wife,Other,Female,5,95810
33,Private,HS-grad,2,Separated,Sales,Wife,Asian-Pac-Islander,Male,67,57599
43,Self-emp,Masters,9,Widowed,Tech-support,Wife,Other,Male,51,116740
43,Government,Bachelors,11,Single,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,89,69869
65,Unemployed,Doctorate,4,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,32,129547
38,Self-emp,Doctorate,10,Married,Other-service,Husband,Amer-Indian-Eskimo,Male,21,142821
56,Self-emp,Some-college,13,Single,Prof-specialty,Own-child,White,Female,17,32746
53,Government,Assoc,6,Married,Craft-repair,Not-in-family,Black,Female,73,98297
50,Private,HS-grad,2,Single,Other-service,Unmarried,Black,Female,26,51407
47,Unemployed,Assoc,9,Divorced,Other-service,Own-child,Other,Female,22,63963
54,Unemployed,Bachelors,15,Married,Tech-support,Unmarried,Black,Female,41,74956
40,Private,Doctorate,7,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,59,78852
27,Private,Bachelors,10,Married,Sales,Wife,White,Female,87,53952
22,Private,Bachelors,5,Single,Other-service,Unmarried,Amer-Indian-Eskimo,Male,75,85964
53,Government,HS-grad,7,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,10,49184
51,Government,Bachelors,14,Widowed,Prof-specialty,Not-in-family,Other,Male,87,63664
69,Unemployed,Doctorate,4,Separated,Sales,Wife,Other,Female,5,91034
48,Government,Assoc,13,Separated,Craft-repair,Wife,Black,Male,55,41215
27,Self-emp,Doctorate,16,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,26,134922
36,Unemployed,HS-grad,16,Married,Sales,Wife,Black,Female,4,48968
49,Government,Doctorate,10,Separated,Craft-repair,Husband,Black,Female,27,84988
18,Private,Masters,13,Single,Prof-specialty,Not-in-family,Black,Male,98,141077
22,Self-emp,Assoc,15,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,58,87722
62,Private,Masters,7,Married,Sales,Husband,Black,Female,3,139516
21,Unemployed,Masters,2,Widowed,Sales,Unmarried,Other,Female,50,145753
33,Private,Some-college,7,Married,Craft-repair,Husband,Black,Male,96,17210
41,Government,HS-grad,15,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,26,35782
33,Government,Bachelors,4,Separated,Sales,Wife,Asian-Pac-Islander,Female,18,95789
19,Unemployed,Masters,4,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,7,133773
66,Private,Doctorate,1,Married,Other-service,Own-child,Black,Female,45,129438
45,Unemployed,Bachelors,12,Single,Other-service,Husband,Asian-Pac-Islander,Male,13,99662
49,Private,Doctorate,3,Separated,Prof-specialty,Husband,Black,Female,6,73863
44,Self-emp,Doctorate,5,Divorced,Sales,Own-child,White,Female,35,77126
37,Government,Bachelors,5,Separated,Craft-repair,Own-child,Other,Male,95,57457
41,Unemployed,Bachelors,2,Widowed,Tech-support,Own-child,Other,Male,53,48610
29,Self-emp,Doctorate,4,Separated,Craft-repair,Wife,Black,Male,68,138420
